age,job,marital,education,housing,loan,contact,month,day_of_week,duration,campaign,previous,poutcome,y,PC1,PC2
44,blue-collar,married,basic.4y,yes,no,telephone,may,thu,40,2,0,nonexistent,0,-1.351799981,0.681087476
57,management,divorced,university.degree,yes,no,telephone,may,thu,81,1,0,nonexistent,0,-1.351799981,0.681087476
54,technician,married,university.degree,no,no,telephone,may,thu,109,4,0,nonexistent,0,-1.351799981,0.681087476
54,retired,divorced,basic.4y,yes,no,telephone,may,thu,77,3,0,nonexistent,0,-1.351799981,0.681087476
24,services,single,high.school,yes,no,telephone,may,thu,70,7,0,nonexistent,0,-1.351799981,0.681087476
45,self-employed,divorced,university.degree,yes,no,telephone,may,thu,229,4,0,nonexistent,0,-1.351799981,0.681087476
49,housemaid,married,professional.course,no,no,telephone,may,thu,565,1,0,nonexistent,0,-1.351799981,0.681087476
39,blue-collar,divorced,basic.9y,no,yes,telephone,may,thu,145,2,0,nonexistent,0,-1.351799981,0.681087476
31,admin.,married,high.school,yes,no,telephone,may,thu,199,2,0,nonexistent,0,-1.351799981,0.681087476
36,management,married,university.degree,yes,no,telephone,may,thu,488,1,0,nonexistent,0,-1.351799981,0.681087476
51,services,married,basic.6y,yes,no,telephone,may,thu,176,3,0,nonexistent,0,-1.351799981,0.681087476
48,housemaid,divorced,basic.4y,yes,yes,telephone,may,thu,123,4,0,nonexistent,0,-1.351799981,0.681087476
51,blue-collar,married,basic.6y,yes,yes,telephone,may,thu,88,2,0,nonexistent,0,-1.351799981,0.681087476
37,blue-collar,single,professional.course,yes,no,telephone,may,thu,105,3,0,nonexistent,0,-1.351799981,0.681087476
46,blue-collar,married,basic.4y,yes,no,telephone,may,thu,101,4,0,nonexistent,0,-1.351799981,0.681087476
54,retired,married,basic.4y,no,no,telephone,may,thu,225,3,0,nonexistent,0,-1.351799981,0.681087476
49,admin.,single,university.degree,yes,no,telephone,may,thu,122,2,0,nonexistent,0,-1.351799981,0.681087476
52,self-employed,single,university.degree,yes,no,telephone,may,thu,150,4,0,nonexistent,0,-1.351799981,0.681087476
30,technician,married,university.degree,yes,no,telephone,may,thu,399,1,0,nonexistent,0,-1.351799981,0.681087476
30,blue-collar,married,basic.9y,yes,no,telephone,may,thu,58,1,0,nonexistent,0,-1.351799981,0.681087476
42,admin.,married,high.school,no,no,telephone,may,thu,260,1,0,nonexistent,0,-1.351799981,0.681087476
37,technician,single,university.degree,yes,no,telephone,may,thu,199,3,0,nonexistent,0,-1.351799981,0.681087476
35,blue-collar,married,basic.9y,no,no,telephone,may,thu,241,4,0,nonexistent,0,-1.351799981,0.681087476
34,blue-collar,married,basic.9y,yes,no,telephone,may,thu,399,5,0,nonexistent,0,-1.351799981,0.681087476
49,management,married,basic.4y,yes,no,telephone,may,thu,637,3,0,nonexistent,0,-1.351799981,0.681087476
53,self-employed,married,basic.4y,no,no,telephone,may,thu,107,2,0,nonexistent,0,-1.351799981,0.681087476
30,admin.,single,university.degree,yes,no,telephone,may,thu,68,1,0,nonexistent,0,-1.351799981,0.681087476
41,admin.,single,university.degree,yes,no,telephone,may,thu,137,1,0,nonexistent,0,-1.351799981,0.681087476
35,blue-collar,married,basic.4y,no,no,telephone,may,thu,182,1,0,nonexistent,0,-1.351799981,0.681087476
55,housemaid,single,basic.9y,no,no,telephone,may,thu,553,1,0,nonexistent,0,-1.351799981,0.681087476
27,blue-collar,married,basic.4y,yes,no,telephone,may,thu,310,3,0,nonexistent,0,-1.351799981,0.681087476
30,admin.,single,university.degree,yes,no,telephone,may,thu,206,3,0,nonexistent,0,-1.351799981,0.681087476
33,blue-collar,single,basic.4y,no,no,telephone,may,thu,119,2,0,nonexistent,0,-1.351799981,0.681087476
49,admin.,married,basic.6y,no,yes,telephone,may,thu,29,4,0,nonexistent,0,-1.351799981,0.681087476
39,services,married,basic.4y,no,no,telephone,may,thu,126,2,0,nonexistent,0,-1.351799981,0.681087476
25,admin.,married,university.degree,yes,no,telephone,may,thu,251,4,0,nonexistent,0,-1.351799981,0.681087476
35,self-employed,married,university.degree,no,yes,telephone,may,thu,188,6,0,nonexistent,0,-1.351799981,0.681087476
37,unemployed,married,professional.course,no,no,telephone,may,thu,368,2,0,nonexistent,0,-1.351799981,0.681087476
34,technician,married,professional.course,no,no,telephone,may,thu,414,2,0,nonexistent,0,-1.351799981,0.681087476
32,blue-collar,married,basic.9y,no,no,telephone,may,thu,128,3,0,nonexistent,0,-1.351799981,0.681087476
38,services,single,high.school,yes,no,telephone,may,thu,685,2,0,nonexistent,0,-1.351799981,0.681087476
37,self-employed,single,university.degree,yes,no,telephone,may,thu,512,5,0,nonexistent,0,-1.351799981,0.681087476
31,services,single,high.school,yes,no,telephone,may,thu,102,3,0,nonexistent,0,-1.351799981,0.681087476
31,blue-collar,married,basic.9y,yes,no,telephone,may,thu,203,2,0,nonexistent,0,-1.351799981,0.681087476
41,blue-collar,married,basic.6y,no,no,telephone,may,thu,74,2,0,nonexistent,0,-1.351799981,0.681087476
29,self-employed,married,university.degree,no,no,telephone,may,thu,118,3,0,nonexistent,0,-1.351799981,0.681087476
35,blue-collar,single,basic.9y,no,no,telephone,may,thu,725,3,0,nonexistent,0,-1.351799981,0.681087476
50,blue-collar,married,basic.4y,yes,no,telephone,may,thu,100,5,0,nonexistent,0,-1.351799981,0.681087476
56,technician,married,professional.course,yes,no,telephone,may,thu,124,3,0,nonexistent,0,-1.351799981,0.681087476
50,admin.,married,basic.9y,no,no,telephone,may,thu,752,2,0,nonexistent,0,-1.351799981,0.681087476
25,self-employed,single,university.degree,no,no,telephone,may,thu,241,3,0,nonexistent,0,-1.351799981,0.681087476
29,services,single,high.school,yes,no,telephone,may,thu,430,1,0,nonexistent,0,-1.351799981,0.681087476
37,blue-collar,divorced,basic.9y,yes,no,telephone,may,thu,219,3,0,nonexistent,0,-1.351799981,0.681087476
33,self-employed,single,university.degree,yes,no,telephone,may,thu,67,2,0,nonexistent,0,-1.351799981,0.681087476
41,technician,single,professional.course,yes,no,telephone,may,thu,294,3,0,nonexistent,0,-1.351799981,0.681087476
44,blue-collar,divorced,basic.6y,yes,no,telephone,may,thu,318,2,0,nonexistent,0,-1.351799981,0.681087476
38,admin.,single,basic.9y,no,yes,telephone,may,thu,110,3,0,nonexistent,0,-1.351799981,0.681087476
37,services,married,high.school,yes,no,telephone,may,thu,58,2,0,nonexistent,0,-1.351799981,0.681087476
35,blue-collar,married,basic.4y,no,no,telephone,may,thu,386,2,0,nonexistent,0,-1.351799981,0.681087476
52,unemployed,married,high.school,no,no,telephone,may,thu,218,2,0,nonexistent,0,-1.351799981,0.681087476
40,technician,married,high.school,no,no,telephone,may,thu,191,2,0,nonexistent,0,-1.351799981,0.681087476
43,technician,married,university.degree,no,no,telephone,may,thu,84,2,0,nonexistent,0,-1.351799981,0.681087476
25,services,single,high.school,no,no,telephone,may,thu,130,2,0,nonexistent,0,-1.351799981,0.681087476
53,services,married,high.school,no,no,telephone,may,thu,113,2,0,nonexistent,0,-1.351799981,0.681087476
36,blue-collar,married,basic.9y,yes,no,telephone,may,thu,744,6,0,nonexistent,0,-1.351799981,0.681087476
59,admin.,married,high.school,yes,no,telephone,may,thu,76,4,0,nonexistent,0,-1.351799981,0.681087476
46,entrepreneur,married,professional.course,yes,no,telephone,may,thu,187,3,0,nonexistent,0,-1.351799981,0.681087476
57,self-employed,single,high.school,no,no,telephone,may,thu,587,4,0,nonexistent,0,-1.351799981,0.681087476
45,technician,married,university.degree,yes,no,telephone,may,thu,336,3,0,nonexistent,0,-1.351799981,0.681087476
36,management,married,university.degree,yes,no,telephone,may,thu,59,3,0,nonexistent,0,-1.351799981,0.681087476
31,technician,married,professional.course,no,no,telephone,may,thu,127,2,0,nonexistent,0,-1.351799981,0.681087476
46,admin.,married,university.degree,yes,no,telephone,may,thu,352,2,0,nonexistent,0,-1.351799981,0.681087476
28,technician,married,high.school,yes,no,telephone,may,thu,347,2,0,nonexistent,0,-1.351799981,0.681087476
52,blue-collar,married,basic.4y,yes,no,telephone,may,thu,286,2,0,nonexistent,0,-1.351799981,0.681087476
59,blue-collar,married,basic.9y,no,no,telephone,may,thu,668,2,0,nonexistent,0,-1.351799981,0.681087476
38,blue-collar,married,basic.4y,no,no,telephone,may,thu,211,6,0,nonexistent,0,-1.351799981,0.681087476
25,services,single,high.school,yes,yes,telephone,may,thu,175,3,0,nonexistent,0,-1.351799981,0.681087476
36,blue-collar,married,basic.9y,yes,no,telephone,may,thu,55,2,0,nonexistent,0,-1.351799981,0.681087476
58,housemaid,married,basic.4y,no,no,telephone,may,thu,324,3,0,nonexistent,0,-1.351799981,0.681087476
35,admin.,married,high.school,yes,no,telephone,may,thu,228,3,0,nonexistent,0,-1.351799981,0.681087476
32,blue-collar,single,university.degree,yes,no,telephone,may,thu,128,2,0,nonexistent,0,-1.351799981,0.681087476
34,technician,married,university.degree,no,no,telephone,may,thu,96,2,0,nonexistent,0,-1.351799981,0.681087476
32,admin.,divorced,university.degree,yes,no,telephone,may,thu,147,4,0,nonexistent,0,-1.351799981,0.681087476
33,admin.,married,university.degree,yes,no,telephone,may,thu,56,3,0,nonexistent,0,-1.351799981,0.681087476
40,blue-collar,married,basic.4y,no,no,telephone,may,thu,144,5,0,nonexistent,0,-1.351799981,0.681087476
51,unemployed,married,basic.4y,yes,no,telephone,may,thu,249,2,0,nonexistent,0,-1.351799981,0.681087476
39,blue-collar,married,basic.6y,no,no,telephone,may,thu,286,3,0,nonexistent,0,-1.351799981,0.681087476
42,blue-collar,married,basic.4y,yes,no,telephone,may,thu,384,2,0,nonexistent,0,-1.351799981,0.681087476
52,blue-collar,married,basic.4y,no,no,telephone,may,thu,183,3,0,nonexistent,0,-1.351799981,0.681087476
37,technician,married,university.degree,yes,no,telephone,may,thu,240,2,0,nonexistent,0,-1.351799981,0.681087476
36,admin.,married,university.degree,yes,yes,telephone,may,thu,238,3,0,nonexistent,0,-1.351799981,0.681087476
35,blue-collar,married,basic.9y,no,no,telephone,may,thu,225,3,0,nonexistent,0,-1.351799981,0.681087476
41,blue-collar,married,basic.4y,yes,no,telephone,may,thu,151,2,0,nonexistent,0,-1.351799981,0.681087476
33,services,single,high.school,no,no,telephone,may,thu,194,2,0,nonexistent,0,-1.351799981,0.681087476
29,admin.,married,university.degree,no,no,telephone,may,thu,273,3,0,nonexistent,0,-1.351799981,0.681087476
46,blue-collar,married,basic.4y,yes,no,telephone,may,thu,431,2,0,nonexistent,0,-1.351799981,0.681087476
30,blue-collar,married,basic.9y,yes,no,telephone,may,thu,57,2,0,nonexistent,0,-1.351799981,0.681087476
55,retired,married,university.degree,yes,no,telephone,may,thu,720,3,0,nonexistent,0,-1.351799981,0.681087476
32,services,married,high.school,yes,yes,telephone,may,thu,184,3,0,nonexistent,0,-1.351799981,0.681087476
56,management,divorced,basic.9y,yes,no,telephone,may,thu,313,2,0,nonexistent,0,-1.351799981,0.681087476
48,technician,married,professional.course,no,no,telephone,may,thu,142,7,0,nonexistent,0,-1.351799981,0.681087476
40,technician,married,basic.9y,no,yes,telephone,may,thu,171,4,0,nonexistent,0,-1.351799981,0.681087476
38,technician,single,university.degree,yes,yes,telephone,may,thu,245,3,0,nonexistent,0,-1.351799981,0.681087476
38,blue-collar,single,basic.6y,no,no,telephone,may,thu,238,2,0,nonexistent,0,-1.351799981,0.681087476
41,blue-collar,married,professional.course,no,no,telephone,may,thu,53,3,0,nonexistent,0,-1.351799981,0.681087476
39,management,married,basic.6y,yes,no,telephone,may,thu,364,2,0,nonexistent,0,-1.351799981,0.681087476
45,admin.,married,basic.9y,no,yes,telephone,may,thu,191,3,0,nonexistent,0,-1.351799981,0.681087476
54,blue-collar,married,university.degree,no,yes,telephone,may,thu,106,4,0,nonexistent,0,-1.351799981,0.681087476
29,services,single,basic.4y,yes,no,telephone,may,thu,382,3,0,nonexistent,0,-1.351799981,0.681087476
51,blue-collar,married,basic.9y,no,no,telephone,may,thu,191,5,0,nonexistent,0,-1.351799981,0.681087476
41,entrepreneur,married,basic.9y,yes,no,telephone,may,thu,483,2,0,nonexistent,0,-1.351799981,0.681087476
54,blue-collar,single,basic.4y,no,no,telephone,may,thu,253,3,0,nonexistent,0,-1.351799981,0.681087476
31,admin.,divorced,university.degree,yes,yes,telephone,may,thu,328,2,0,nonexistent,0,-1.351799981,0.681087476
54,admin.,married,university.degree,no,yes,telephone,may,thu,82,2,0,nonexistent,0,-1.351799981,0.681087476
54,technician,divorced,university.degree,no,yes,telephone,may,thu,155,2,0,nonexistent,0,-1.351799981,0.681087476
36,admin.,divorced,high.school,yes,no,telephone,may,thu,233,5,0,nonexistent,0,-1.351799981,0.681087476
31,self-employed,married,university.degree,no,yes,telephone,may,thu,66,6,0,nonexistent,0,-1.351799981,0.681087476
55,admin.,married,high.school,no,yes,telephone,may,thu,134,4,0,nonexistent,0,-1.351799981,0.681087476
37,blue-collar,single,basic.9y,no,no,telephone,may,thu,96,5,0,nonexistent,0,-1.351799981,0.681087476
30,blue-collar,married,basic.9y,yes,yes,telephone,may,thu,645,2,0,nonexistent,0,-1.351799981,0.681087476
39,blue-collar,married,basic.4y,yes,yes,telephone,may,thu,81,4,0,nonexistent,0,-1.351799981,0.681087476
27,services,single,professional.course,no,no,telephone,may,thu,201,3,0,nonexistent,0,-1.351799981,0.681087476
34,blue-collar,married,basic.6y,no,no,telephone,may,thu,248,3,0,nonexistent,0,-1.351799981,0.681087476
52,retired,married,basic.9y,no,no,telephone,may,thu,91,7,0,nonexistent,0,-1.351799981,0.681087476
51,blue-collar,divorced,basic.4y,yes,no,telephone,may,thu,660,2,0,nonexistent,0,-1.351799981,0.681087476
49,technician,married,basic.9y,yes,no,telephone,may,thu,182,6,0,nonexistent,0,-1.351799981,0.681087476
37,management,married,basic.9y,no,no,telephone,may,thu,30,2,0,nonexistent,0,-1.351799981,0.681087476
59,management,married,basic.4y,yes,no,telephone,may,thu,374,4,0,nonexistent,0,-1.351799981,0.681087476
55,technician,divorced,university.degree,no,no,telephone,may,thu,216,7,0,nonexistent,0,-1.351799981,0.681087476
34,blue-collar,married,basic.9y,no,no,telephone,may,thu,76,4,0,nonexistent,0,-1.351799981,0.681087476
37,services,married,high.school,yes,yes,telephone,may,thu,73,3,0,nonexistent,0,-1.351799981,0.681087476
50,blue-collar,single,basic.4y,no,no,telephone,may,thu,152,2,0,nonexistent,0,-1.351799981,0.681087476
35,services,married,high.school,no,no,telephone,may,thu,86,4,0,nonexistent,0,-1.351799981,0.681087476
28,services,single,high.school,no,no,telephone,may,thu,95,6,0,nonexistent,0,-1.351799981,0.681087476
35,services,single,high.school,yes,yes,telephone,may,thu,151,7,0,nonexistent,0,-1.351799981,0.681087476
26,technician,single,professional.course,no,no,telephone,may,thu,95,3,0,nonexistent,0,-1.351799981,0.681087476
32,blue-collar,married,basic.6y,yes,no,telephone,may,thu,52,3,0,nonexistent,0,-1.351799981,0.681087476
59,admin.,single,university.degree,yes,yes,telephone,may,thu,421,3,0,nonexistent,0,-1.351799981,0.681087476
30,services,single,high.school,yes,no,telephone,may,thu,52,4,0,nonexistent,0,-1.351799981,0.681087476
27,blue-collar,married,basic.4y,no,no,telephone,may,thu,340,7,0,nonexistent,0,-1.351799981,0.681087476
48,admin.,divorced,high.school,yes,no,telephone,may,thu,139,2,0,nonexistent,0,-1.351799981,0.681087476
35,blue-collar,married,basic.9y,no,no,telephone,may,fri,288,3,0,nonexistent,0,-1.353013513,0.681200179
35,blue-collar,single,university.degree,yes,yes,telephone,may,fri,231,3,0,nonexistent,0,-1.353013513,0.681200179
38,blue-collar,married,high.school,yes,no,telephone,may,fri,203,2,0,nonexistent,0,-1.353013513,0.681200179
39,blue-collar,married,basic.9y,no,yes,telephone,may,fri,67,3,0,nonexistent,0,-1.353013513,0.681200179
57,technician,married,university.degree,no,no,telephone,may,fri,50,2,0,nonexistent,0,-1.353013513,0.681200179
42,housemaid,single,basic.4y,yes,no,telephone,may,fri,86,3,0,nonexistent,0,-1.353013513,0.681200179
25,blue-collar,single,high.school,yes,no,telephone,may,fri,139,3,0,nonexistent,0,-1.353013513,0.681200179
54,self-employed,married,professional.course,no,no,telephone,may,fri,235,1,0,nonexistent,0,-1.353013513,0.681200179
46,management,married,basic.9y,no,no,telephone,may,fri,43,1,0,nonexistent,0,-1.353013513,0.681200179
34,entrepreneur,married,basic.4y,yes,no,telephone,may,fri,233,1,0,nonexistent,0,-1.353013513,0.681200179
44,blue-collar,married,high.school,yes,no,telephone,may,fri,230,1,0,nonexistent,0,-1.353013513,0.681200179
42,services,married,professional.course,no,no,telephone,may,fri,177,1,0,nonexistent,0,-1.353013513,0.681200179
42,services,married,professional.course,yes,no,telephone,may,fri,149,1,0,nonexistent,0,-1.353013513,0.681200179
58,blue-collar,married,basic.4y,yes,yes,telephone,may,fri,422,1,0,nonexistent,0,-1.353013513,0.681200179
41,blue-collar,married,basic.9y,no,no,telephone,may,fri,121,1,0,nonexistent,0,-1.353013513,0.681200179
41,management,single,high.school,yes,no,telephone,may,fri,324,1,0,nonexistent,0,-1.353013513,0.681200179
48,blue-collar,married,basic.6y,no,no,telephone,may,fri,287,1,0,nonexistent,0,-1.353013513,0.681200179
33,blue-collar,single,basic.9y,yes,yes,telephone,may,fri,58,2,0,nonexistent,0,-1.353013513,0.681200179
58,services,married,basic.4y,no,no,telephone,may,fri,226,1,0,nonexistent,0,-1.353013513,0.681200179
42,admin.,single,basic.9y,no,no,telephone,may,fri,153,1,0,nonexistent,0,-1.353013513,0.681200179
52,self-employed,married,university.degree,no,no,telephone,may,fri,151,3,0,nonexistent,0,-1.353013513,0.681200179
31,technician,single,university.degree,yes,no,telephone,may,fri,57,2,0,nonexistent,0,-1.353013513,0.681200179
39,admin.,single,university.degree,no,no,telephone,may,fri,31,1,0,nonexistent,0,-1.353013513,0.681200179
35,blue-collar,married,basic.4y,no,no,telephone,may,fri,118,6,0,nonexistent,0,-1.353013513,0.681200179
28,services,married,high.school,yes,no,telephone,may,fri,133,4,0,nonexistent,0,-1.353013513,0.681200179
32,blue-collar,single,basic.9y,no,no,telephone,may,fri,171,1,0,nonexistent,0,-1.353013513,0.681200179
37,technician,single,university.degree,no,no,telephone,may,fri,62,3,0,nonexistent,0,-1.353013513,0.681200179
36,blue-collar,single,basic.9y,no,no,telephone,may,fri,45,3,0,nonexistent,0,-1.353013513,0.681200179
34,admin.,married,high.school,no,no,telephone,may,fri,172,2,0,nonexistent,0,-1.353013513,0.681200179
40,admin.,married,high.school,yes,yes,telephone,may,fri,498,4,0,nonexistent,0,-1.353013513,0.681200179
47,blue-collar,married,basic.9y,no,no,telephone,may,fri,85,7,0,nonexistent,0,-1.353013513,0.681200179
43,admin.,married,university.degree,yes,no,telephone,may,fri,224,2,0,nonexistent,0,-1.353013513,0.681200179
34,housemaid,divorced,high.school,no,no,telephone,may,fri,553,3,0,nonexistent,1,-1.353013513,0.681200179
30,admin.,married,university.degree,yes,no,telephone,may,fri,242,3,0,nonexistent,0,-1.353013513,0.681200179
35,blue-collar,divorced,basic.9y,no,yes,telephone,may,fri,192,6,0,nonexistent,0,-1.353013513,0.681200179
45,technician,married,professional.course,no,no,telephone,may,fri,207,4,0,nonexistent,0,-1.353013513,0.681200179
52,blue-collar,married,basic.4y,no,no,telephone,may,fri,711,1,0,nonexistent,0,-1.353013513,0.681200179
26,admin.,single,high.school,yes,no,telephone,may,fri,160,3,0,nonexistent,0,-1.353013513,0.681200179
36,admin.,single,university.degree,no,no,telephone,may,fri,147,5,0,nonexistent,0,-1.353013513,0.681200179
42,admin.,single,university.degree,yes,no,telephone,may,fri,87,1,0,nonexistent,0,-1.353013513,0.681200179
30,admin.,married,high.school,no,no,telephone,may,fri,199,2,0,nonexistent,0,-1.353013513,0.681200179
37,blue-collar,married,basic.6y,no,yes,telephone,may,fri,34,2,0,nonexistent,0,-1.353013513,0.681200179
35,blue-collar,single,basic.9y,yes,no,telephone,may,fri,65,7,0,nonexistent,0,-1.353013513,0.681200179
33,entrepreneur,married,university.degree,yes,no,telephone,may,fri,150,1,0,nonexistent,0,-1.353013513,0.681200179
38,blue-collar,married,basic.9y,yes,yes,telephone,may,fri,57,1,0,nonexistent,0,-1.353013513,0.681200179
34,admin.,single,university.degree,no,no,telephone,may,fri,234,1,0,nonexistent,0,-1.353013513,0.681200179
28,blue-collar,single,basic.9y,no,no,telephone,may,fri,521,2,0,nonexistent,0,-1.353013513,0.681200179
33,admin.,married,university.degree,yes,no,telephone,may,fri,555,1,0,nonexistent,0,-1.353013513,0.681200179
39,admin.,married,university.degree,yes,no,telephone,may,fri,86,1,0,nonexistent,0,-1.353013513,0.681200179
26,blue-collar,single,basic.9y,no,no,telephone,may,fri,204,4,0,nonexistent,0,-1.353013513,0.681200179
36,housemaid,married,high.school,no,no,telephone,may,fri,222,1,0,nonexistent,0,-1.353013513,0.681200179
35,admin.,single,high.school,no,no,telephone,may,fri,162,1,0,nonexistent,0,-1.353013513,0.681200179
33,self-employed,married,basic.6y,no,no,telephone,may,fri,648,5,0,nonexistent,0,-1.353013513,0.681200179
34,services,married,high.school,no,yes,telephone,may,fri,659,1,0,nonexistent,0,-1.353013513,0.681200179
41,admin.,single,high.school,no,yes,telephone,may,fri,96,2,0,nonexistent,0,-1.353013513,0.681200179
34,blue-collar,married,basic.9y,yes,no,telephone,may,fri,123,1,0,nonexistent,0,-1.353013513,0.681200179
25,admin.,married,university.degree,no,no,telephone,may,fri,56,1,0,nonexistent,0,-1.353013513,0.681200179
34,unemployed,married,university.degree,yes,no,telephone,may,fri,54,3,0,nonexistent,0,-1.353013513,0.681200179
50,admin.,married,university.degree,yes,no,telephone,may,fri,152,4,0,nonexistent,0,-1.353013513,0.681200179
25,blue-collar,married,basic.6y,no,no,telephone,may,fri,25,4,0,nonexistent,0,-1.353013513,0.681200179
26,admin.,married,high.school,no,no,telephone,may,fri,120,6,0,nonexistent,0,-1.353013513,0.681200179
37,self-employed,divorced,university.degree,yes,no,telephone,may,fri,491,1,0,nonexistent,0,-1.353013513,0.681200179
37,blue-collar,married,basic.9y,no,no,telephone,may,fri,343,3,0,nonexistent,0,-1.353013513,0.681200179
32,unemployed,single,high.school,yes,yes,telephone,may,fri,289,2,0,nonexistent,0,-1.353013513,0.681200179
50,blue-collar,married,basic.4y,no,no,telephone,may,fri,574,1,0,nonexistent,0,-1.353013513,0.681200179
51,services,married,high.school,yes,no,telephone,may,fri,85,1,0,nonexistent,0,-1.353013513,0.681200179
49,services,married,high.school,yes,yes,telephone,may,fri,108,1,0,nonexistent,0,-1.353013513,0.681200179
52,blue-collar,single,basic.9y,no,no,telephone,may,fri,80,3,0,nonexistent,0,-1.353013513,0.681200179
38,admin.,single,university.degree,yes,no,telephone,may,fri,198,1,0,nonexistent,0,-1.353013513,0.681200179
52,self-employed,married,university.degree,yes,no,telephone,may,fri,135,2,0,nonexistent,0,-1.353013513,0.681200179
34,services,married,high.school,yes,no,telephone,may,fri,69,1,0,nonexistent,0,-1.353013513,0.681200179
44,admin.,divorced,university.degree,yes,no,telephone,may,fri,55,1,0,nonexistent,0,-1.353013513,0.681200179
48,blue-collar,married,basic.6y,yes,no,telephone,may,fri,290,5,0,nonexistent,1,-1.353013513,0.681200179
26,technician,married,basic.6y,yes,no,telephone,may,fri,138,1,0,nonexistent,0,-1.353013513,0.681200179
28,services,married,high.school,no,yes,telephone,may,fri,135,1,0,nonexistent,0,-1.353013513,0.681200179
31,entrepreneur,married,basic.9y,yes,no,telephone,may,fri,70,1,0,nonexistent,0,-1.353013513,0.681200179
58,housemaid,married,basic.4y,yes,no,telephone,may,fri,652,2,0,nonexistent,0,-1.353013513,0.681200179
37,self-employed,married,basic.9y,no,no,telephone,may,fri,327,1,0,nonexistent,0,-1.353013513,0.681200179
43,housemaid,married,basic.4y,no,no,telephone,may,fri,246,1,0,nonexistent,0,-1.353013513,0.681200179
37,technician,single,university.degree,yes,no,telephone,may,fri,295,1,0,nonexistent,0,-1.353013513,0.681200179
37,technician,single,university.degree,no,no,telephone,may,fri,255,1,0,nonexistent,0,-1.353013513,0.681200179
35,services,single,high.school,yes,no,telephone,may,fri,523,1,0,nonexistent,0,-1.353013513,0.681200179
30,blue-collar,single,basic.4y,no,no,telephone,may,fri,130,1,0,nonexistent,0,-1.353013513,0.681200179
34,services,married,high.school,no,no,telephone,may,fri,103,5,0,nonexistent,0,-1.353013513,0.681200179
30,services,married,high.school,no,no,telephone,may,fri,205,2,0,nonexistent,0,-1.353013513,0.681200179
38,blue-collar,married,high.school,yes,no,telephone,may,fri,107,1,0,nonexistent,0,-1.353013513,0.681200179
25,technician,single,professional.course,yes,no,telephone,may,fri,65,1,0,nonexistent,0,-1.353013513,0.681200179
41,admin.,divorced,high.school,no,no,telephone,may,fri,556,1,0,nonexistent,0,-1.353013513,0.681200179
25,student,single,high.school,no,no,telephone,may,fri,115,1,0,nonexistent,0,-1.353013513,0.681200179
26,technician,married,professional.course,no,no,telephone,may,fri,180,1,0,nonexistent,0,-1.353013513,0.681200179
37,admin.,married,university.degree,no,no,telephone,may,fri,87,1,0,nonexistent,0,-1.353013513,0.681200179
44,management,divorced,basic.9y,no,no,telephone,may,fri,70,2,0,nonexistent,0,-1.353013513,0.681200179
39,technician,married,professional.course,yes,no,telephone,may,fri,435,1,0,nonexistent,0,-1.353013513,0.681200179
49,admin.,divorced,high.school,no,no,telephone,may,fri,132,1,0,nonexistent,0,-1.353013513,0.681200179
41,admin.,married,high.school,no,no,telephone,may,fri,312,1,0,nonexistent,0,-1.353013513,0.681200179
33,admin.,married,high.school,no,no,telephone,may,fri,283,1,0,nonexistent,0,-1.353013513,0.681200179
30,admin.,married,university.degree,yes,yes,telephone,may,fri,182,1,0,nonexistent,0,-1.353013513,0.681200179
37,blue-collar,single,basic.9y,no,no,telephone,may,fri,379,1,0,nonexistent,0,-1.353013513,0.681200179
33,management,married,basic.9y,no,no,telephone,may,fri,127,1,0,nonexistent,0,-1.353013513,0.681200179
35,management,single,university.degree,no,no,telephone,may,fri,126,1,0,nonexistent,0,-1.353013513,0.681200179
35,housemaid,married,basic.4y,no,no,telephone,may,fri,91,2,0,nonexistent,0,-1.353013513,0.681200179
45,blue-collar,divorced,basic.9y,yes,no,telephone,may,fri,78,1,0,nonexistent,0,-1.353013513,0.681200179
40,technician,married,university.degree,no,no,telephone,may,fri,417,1,0,nonexistent,0,-1.353013513,0.681200179
43,blue-collar,divorced,basic.4y,yes,no,telephone,may,fri,618,2,0,nonexistent,1,-1.353013513,0.681200179
39,technician,married,university.degree,yes,no,telephone,may,fri,407,1,0,nonexistent,0,-1.353013513,0.681200179
32,technician,single,university.degree,yes,no,telephone,may,fri,160,1,0,nonexistent,0,-1.353013513,0.681200179
45,blue-collar,divorced,basic.9y,no,no,telephone,may,fri,171,1,0,nonexistent,0,-1.353013513,0.681200179
29,technician,married,professional.course,no,no,telephone,may,fri,210,1,0,nonexistent,0,-1.353013513,0.681200179
36,housemaid,married,high.school,yes,yes,telephone,may,fri,135,3,0,nonexistent,0,-1.353013513,0.681200179
35,blue-collar,divorced,basic.9y,yes,no,telephone,may,fri,461,1,0,nonexistent,0,-1.353013513,0.681200179
27,admin.,single,high.school,no,no,telephone,may,fri,682,1,0,nonexistent,1,-1.353013513,0.681200179
40,admin.,married,high.school,no,no,telephone,may,fri,171,1,0,nonexistent,0,-1.353013513,0.681200179
46,housemaid,married,basic.4y,no,no,telephone,may,fri,68,2,0,nonexistent,0,-1.353013513,0.681200179
30,services,single,professional.course,yes,no,telephone,may,fri,120,3,0,nonexistent,0,-1.353013513,0.681200179
52,blue-collar,single,basic.9y,no,no,telephone,may,fri,67,2,0,nonexistent,0,-1.353013513,0.681200179
